category,fund_code,name,as_of_date,nav,currency,region,target,return_1y,momentum_6m,sharpe,source_sheet
taiwan,,東方匯理創新趨勢多重資產基金-A2累積型(人民幣避險)(本基金之配息來源可能為本金),2026-08-10,14.9,人民幣,台灣,多重資產型,12.64,10.32,0.28,國內淨值+國內報酬率
taiwan,,瀚亞多重收益優化組合基金B配息(紐幣)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),2026-08-10,11.17,紐幣,台灣,全球組合型平衡型,12.62,6.25,0.55,國內淨值+國內報酬率
taiwan,,聯邦永騰亞洲非投資等級債券基金-B月配息(台幣)(本基金之配息來源可能為本金),2026-08-07,5.3038,台幣,台灣,債券型非投資等級債券型,12.62,2.17,0.78,國內淨值+國內報酬率
taiwan,,玉山全球生態友善ESG多重資產基金-月配息型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,13.1311,人民幣,台灣,多重資產型,12.62,3.88,0.29,國內淨值+國內報酬率
taiwan,,玉山全球生態友善ESG多重資產基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),2026-08-10,15.4819,人民幣,台灣,多重資產型,12.62,3.88,0.29,國內淨值+國內報酬率
taiwan,,聯邦永騰亞洲非投資等級債券基金-A不配息(台幣)(本基金之配息來源可能為本金),2026-08-07,8.9916,台幣,台灣,債券型非投資等級債券型,12.61,2.18,0.78,國內淨值+國內報酬率
taiwan,,景順2028到期精選新興債券基金-年配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券，且基金之配息來源可能為本金),2026-08-10,10.5752,台幣,台灣,債券型海外債券投資等級全球新興市場,12.57,3.05,0.95,國內淨值+國內報酬率
taiwan,,大華銀四至六年機動到期新興市場優質主權債券基金A累積(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.8475,台幣,台灣,債券型海外債券投資等級全球新興市場,12.56,3.9,2.06,國內淨值+國內報酬率
taiwan,,合庫全球核心基礎建設收益基金-A不配息(南非幣),2026-08-10,16.61,南非幣,台灣,跨國投資股票型全球市場,12.55,8.03,0.51,國內淨值+國內報酬率
taiwan,,永豐創新醫療多重資產基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.6073,南非幣,台灣,多重資產型,12.51,6.5,0.36,國內淨值+國內報酬率
taiwan,,柏瑞利率對策多重資產基金I不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,14.537099999999999,美元,台灣,多重資產型,12.51,5.59,0.58,國內淨值+國內報酬率
taiwan,,柏瑞趨勢動態多重資產基金N9不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,13.5839,人民幣,台灣,多重資產型,12.51,4.77,0.42,國內淨值+國內報酬率
taiwan,,柏瑞趨勢動態多重資產基金A不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,13.583699999999999,人民幣,台灣,多重資產型,12.51,4.77,0.42,國內淨值+國內報酬率
taiwan,,柏瑞趨勢動態多重資產基金N月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.7174,人民幣,台灣,多重資產型,12.5,4.76,0.42,國內淨值+國內報酬率
taiwan,,柏瑞趨勢動態多重資產基金B月配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,10.7172,人民幣,台灣,多重資產型,12.5,4.76,0.42,國內淨值+國內報酬率
taiwan,,路博邁顛覆式創新股票基金T累積型(澳幣),2026-08-10,11.9,澳幣,台灣,跨國投資股票型全球市場,12.49,20.44,0.17,國內淨值+國內報酬率
taiwan,,路博邁顛覆式創新股票基金N累積型(澳幣),2026-08-10,11.9,澳幣,台灣,跨國投資股票型全球市場,12.49,20.44,0.17,國內淨值+國內報酬率
taiwan,,街口標普高盛黃豆ER指數期貨基金,2026-08-10,22.6,台幣,台灣,國內股票開放型指數型,12.44,0.79,0.21,國內淨值+國內報酬率
taiwan,,大華銀七年到期新興市場債券基金A累積(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.155,台幣,台灣,債券型海外債券投資等級全球新興市場,12.43,3.97,2.08,國內淨值+國內報酬率
taiwan,,第一金全球eSports電競基金N類型(美元),2026-08-10,20.9124,美元,台灣,跨國投資股票型全球市場,12.4,25.94,0.16,國內淨值+國內報酬率
taiwan,,第一金全球eSports電競基金(美元),2026-08-10,20.9123,美元,台灣,跨國投資股票型全球市場,12.4,25.94,0.16,國內淨值+國內報酬率
taiwan,,東方匯理創新趨勢多重資產基金-N2累積型(人民幣避險)(本基金之配息來源可能為本金),2026-08-10,14.78,人民幣,台灣,多重資產型,12.4,10.24,0.28,國內淨值+國內報酬率
taiwan,,瀚亞印度基金A不配息(台幣),2026-08-10,60.25,台幣,台灣,跨國投資股票型單一國家,12.36,3.88,0.22,國內淨值+國內報酬率
taiwan,,第一金全球永續影響力投資多重資產基金A不配息(台幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),2026-08-10,12.6957,台幣,台灣,多重資產型,12.35,6.04,0.45,國內淨值+國內報酬率
taiwan,,東方匯理新興市場非投資等級債券基金-AD月配型(南非幣避險)(本基金之配息來源可能為本金),2026-08-10,7.35,南非幣,台灣,債券型非投資等級債券型,12.35,2.02,0.88,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選收益基金-AD月配型(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.47,南非幣,台灣,全球組合型平衡型,12.35,3.28,0.91,國內淨值+國內報酬率
taiwan,,第一金全球永續影響力投資多重資產基金B配息(台幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),2026-08-10,11.6863,台幣,台灣,多重資產型,12.35,6.04,0.45,國內淨值+國內報酬率
taiwan,,玉山全球新供應鏈基金-N累積型(台幣),2026-08-10,13.47,台幣,台灣,跨國投資股票型全球市場,12.34,3.06,0.18,國內淨值+國內報酬率
taiwan,,瑞銀2026年到期優選新興亞洲債券基金-A不配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-07,10.7959,台幣,台灣,債券型海外債券投資等級亞洲新興市場,12.3,3.46,0.71,國內淨值+國內報酬率
taiwan,,復華美國標普500低波動指數基金,2026-08-10,16.07,台幣,台灣,跨國投資指數型,12.3,3.72,0.42,國內淨值+國內報酬率
taiwan,,瑞銀2026年到期優選新興亞洲債券基金-B年配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-07,9.0054,台幣,台灣,債券型海外債券投資等級亞洲新興市場,12.27,3.42,0.71,國內淨值+國內報酬率
taiwan,,玉山全球新供應鏈基金-累積型(台幣),2026-08-10,13.46,台幣,台灣,跨國投資股票型全球市場,12.25,2.98,0.17,國內淨值+國內報酬率
taiwan,,兆豐中國A股基金(美元),2026-08-10,24.92,美元,台灣,跨國投資股票型區域型,12.25,-3.24,0.25,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選收益基金-ND月配型(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.5,南非幣,台灣,全球組合型平衡型,12.23,3.19,0.87,國內淨值+國內報酬率
taiwan,,宏利新興市場非投資等級債券基金-A不配息(南非幣避險),2026-08-10,10.3746,南非幣,台灣,債券型非投資等級債券型,12.22,4.55,0.47,國內淨值+國內報酬率
taiwan,,復華1至5年期美元特選信用債券ETF基金(基金之配息來源可能為收益平準金),2026-08-11,58.624900000000004,台幣,台灣,債券型海外債券ETF,12.22,3.66,0.87,國內淨值+國內報酬率
taiwan,,宏利新興市場非投資等級債券基金-C月配息(南非幣避險)(本基金之配息來源可能為本金),2026-08-10,4.3507,南非幣,台灣,債券型非投資等級債券型,12.21,4.5,0.49,國內淨值+國內報酬率
taiwan,,東方匯理美國非投資等級債券基金-A2累積型(台幣)(本基金之配息來源可能為本金),2026-08-10,13.97,台幣,台灣,債券型非投資等級債券型,12.2,2.69,0.8,國內淨值+國內報酬率
taiwan,,東方匯理美國非投資等級債券基金-N2累積型(台幣)(本基金之配息來源可能為本金),2026-08-10,13.98,台幣,台灣,債券型非投資等級債券型,12.19,2.77,0.82,國內淨值+國內報酬率
taiwan,,東方匯理美國非投資等級債券基金-ND月配型(台幣)(本基金之配息來源可能為本金),2026-08-10,9.38,台幣,台灣,債券型非投資等級債券型,12.18,2.7,0.83,國內淨值+國內報酬率
taiwan,,瑞銀2027年到期優選新興市場債券基金-B月配息(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.787,台幣,台灣,債券型海外債券投資等級全球新興市場,12.18,3.97,0.98,國內淨值+國內報酬率
taiwan,,東方匯理美國非投資等級債券基金-AD月配型(台幣)(本基金之配息來源可能為本金),2026-08-10,9.38,台幣,台灣,債券型非投資等級債券型,12.18,2.69,0.83,國內淨值+國內報酬率
taiwan,,摩根大美國領先收成多重資產基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-11,12.62,美元,台灣,多重資產型,12.16,7.29,0.52,國內淨值+國內報酬率
taiwan,,群益環球金綻雙喜基金A累積型(人民幣)(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),2026-08-10,11.848799999999999,人民幣,台灣,全球組合型平衡型,12.14,4.6,0.34,國內淨值+國內報酬率
taiwan,,群益環球金綻雙喜基金NA累積型(人民幣)(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),2026-08-10,11.8898,人民幣,台灣,全球組合型平衡型,12.14,4.6,0.34,國內淨值+國內報酬率
taiwan,,摩根大美國領先收成多重資產基金-月配息型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),2026-08-11,10.98,美元,台灣,多重資產型,12.14,7.36,0.52,國內淨值+國內報酬率
taiwan,,摩根大美國領先收成多重資產基金-月配息後收型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),2026-08-11,10.98,美元,台灣,多重資產型,12.14,7.36,0.52,國內淨值+國內報酬率
taiwan,,群益全民安穩樂退組合基金P累積型(台幣)(本基金配息來源可能為本金),2026-08-10,13.164000000000001,台幣,台灣,全球組合型債券型,12.02,2.48,0.89,國內淨值+國內報酬率
taiwan,,匯豐超核心多重資產基金-AM2月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,11.1927,人民幣,台灣,多重資產型,12.06,7.33,0.48,國內淨值+國內報酬率
taiwan,,匯豐超核心多重資產基金-NM2月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,11.1926,人民幣,台灣,多重資產型,12.06,7.33,0.48,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選收益基金-N2累積型(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,14.01,南非幣,台灣,全球組合型平衡型,12.06,3.17,0.88,國內淨值+國內報酬率
taiwan,,匯豐超核心多重資產基金-AM1月配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,12.0746,人民幣,台灣,多重資產型,12.05,7.31,0.48,國內淨值+國內報酬率
taiwan,,匯豐超核心多重資產基金-N不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,13.051699999999999,人民幣,台灣,多重資產型,12.05,7.3,0.48,國內淨值+國內報酬率
taiwan,,匯豐超核心多重資產基金-不配息(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,13.051699999999999,人民幣,台灣,多重資產型,12.05,7.3,0.48,國內淨值+國內報酬率
taiwan,,凱基收益成長多重資產基金NB配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.0846,美元,台灣,多重資產型,12.05,6.03,0.45,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選收益基金-A2累積型(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,14.03,南非幣,台灣,全球組合型平衡型,12.04,2.92,0.84,國內淨值+國內報酬率
taiwan,,凱基收益成長多重資產基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.0838,美元,台灣,多重資產型,12.04,6.08,0.45,國內淨值+國內報酬率
taiwan,,大華銀七年到期新興市場債券基金B季配(台幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,9.1921,台幣,台灣,債券型海外債券投資等級全球新興市場,12.03,3.66,2.03,國內淨值+國內報酬率
taiwan,,復華新興市場3年期以上美元主權及類主權債券指數基金(台幣)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,12.01,台幣,台灣,跨國投資指數型,12.0,1.19,0.64,國內淨值+國內報酬率
taiwan,,凱基收益成長多重資產基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,18.5514,美元,台灣,多重資產型,11.99,6.01,0.45,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金A不配息(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,14.0966,美元,台灣,多重資產型,11.99,1.38,0.4,國內淨值+國內報酬率
taiwan,,凱基收益成長多重資產基金NA不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,18.555,美元,台灣,多重資產型,11.99,6.01,0.45,國內淨值+國內報酬率
taiwan,,永豐四年到期美國優質投資等級債券基金-季配型(台幣)(本基金配息來源可能為本金),2026-08-10,11.359599999999999,台幣,台灣,債券型海外債券投資等級,11.98,4.38,0.97,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金B配息(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,11.822700000000001,美元,台灣,多重資產型,11.95,1.38,0.4,國內淨值+國內報酬率
taiwan,,華南永昌全球精品基金,2026-08-10,24.62,台幣,台灣,跨國投資股票型全球市場,11.94,2.38,0.3,國內淨值+國內報酬率
taiwan,,富邦彭博優選1-5年非投資等級債券ETF基金(本基金之配息來源可能為收益平準金且基金並無保證收益及配息),2026-08-10,38.8125,台幣,台灣,債券型海外債券ETF,11.94,3.06,0.78,國內淨值+國內報酬率
taiwan,,永豐四年到期美國優質投資等級債券基金-累積型(台幣)(本基金配息來源可能為本金),2026-08-10,12.5232,台幣,台灣,債券型海外債券投資等級,11.91,3.32,0.95,國內淨值+國內報酬率
taiwan,,兆豐美元貨幣市場基金(台幣),2026-08-11,13.7732,台幣,台灣,海外貨幣市場型,11.91,4.35,2.04,國內淨值+國內報酬率
taiwan,,富邦全球不動產基金(美元),2026-08-10,0.3301,美元,台灣,不動產證券化型,11.9,4.86,0.47,國內淨值+國內報酬率
taiwan,,國泰美國短期公債ETF基金,2026-08-11,50.4153,台幣,台灣,債券型海外債券ETF,11.89,4.49,0.97,國內淨值+國內報酬率
taiwan,,永豐創新醫療多重資產基金-N月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.1119,美元,台灣,多重資產型,11.89,5.49,0.34,國內淨值+國內報酬率
taiwan,,台新中証消費服務領先指數基金-A不配息(台幣),2026-08-10,20.233,台幣,台灣,跨國投資指數型,11.88,-0.72,0.2,國內淨值+國內報酬率
taiwan,,台新中証消費服務領先指數基金-I不配息(台幣),2026-08-10,20.233,台幣,台灣,跨國投資指數型,11.88,-0.72,0.2,國內淨值+國內報酬率
taiwan,,台新中証消費服務領先指數基金-N類型(台幣),2026-08-10,20.236,台幣,台灣,跨國投資指數型,11.88,-0.72,0.2,國內淨值+國內報酬率
taiwan,,台新四年到期美國投資等級債券基金(台幣)(本基金有一定比重得投資於非投資等級之高風險債券),2026-08-10,13.155,台幣,台灣,債券型海外債券投資等級,11.88,3.55,2.03,國內淨值+國內報酬率
taiwan,,群益大印度基金N類型(台幣),2026-08-10,18.9,台幣,台灣,跨國投資股票型單一國家,11.88,2.76,0.32,國內淨值+國內報酬率
taiwan,,群益大印度基金(台幣),2026-08-10,22.2,台幣,台灣,跨國投資股票型單一國家,11.87,2.76,0.32,國內淨值+國內報酬率
taiwan,,凱基10年期以上新興市場BBB美元主權債及類主權債券ETF基金(基金之配息來源可能為收益平準金),2026-08-10,32.2868,台幣,台灣,債券型海外債券ETF,11.87,-0.27,0.51,國內淨值+國內報酬率
taiwan,,中國信託美國政府0至1年期債券ETF基金(基金之配息來源可能為收益平準金),2026-08-10,48.0657,台幣,台灣,債券型海外債券ETF,11.86,3.74,0.94,國內淨值+國內報酬率
taiwan,,合庫新興多重收益基金-A不配息(澳幣)(本基金之子基金得投資於非投資等級之高風險債券),2026-08-10,11.4167,澳幣,台灣,全球組合型債券型,11.85,-1.65,0.45,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金NB配息(美元)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,11.802299999999999,美元,台灣,多重資產型,11.84,1.34,0.39,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球基礎建設收益基金-B分配型(南非幣)(本基金之配息來源可能為本金),2026-08-11,13.98,南非幣,台灣,跨國投資股票型全球市場,11.84,-0.98,0.27,國內淨值+國內報酬率
taiwan,,永豐創新醫療多重資產基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.1034,美元,台灣,多重資產型,11.83,5.5,0.33,國內淨值+國內報酬率
taiwan,,合庫新興多重收益基金-B配息(澳幣)(本基金之子基金得投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,5.6528,澳幣,台灣,全球組合型債券型,11.83,-1.67,0.45,國內淨值+國內報酬率
taiwan,,群益0-1年期美國政府債券ETF基金,2026-08-10,42.506600000000006,台幣,台灣,債券型海外債券ETF,11.79,4.48,0.94,國內淨值+國內報酬率
taiwan,,永豐創新醫療多重資產基金-N累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.446100000000001,美元,台灣,多重資產型,11.81,5.39,0.33,國內淨值+國內報酬率
taiwan,,永豐創新醫療多重資產基金-累積型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,11.4309,美元,台灣,多重資產型,11.79,5.38,0.33,國內淨值+國內報酬率
taiwan,,摩根新興雙利平衡基金-月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-11,11.342600000000001,美元,台灣,股票債券平衡型跨國投資型,11.77,-0.74,0.31,國內淨值+國內報酬率
taiwan,,群益全民安穩樂退組合基金R累積型(台幣)(本基金配息來源可能為本金),2026-08-10,13.2957,台幣,台灣,全球組合型債券型,11.69,2.33,0.86,國內淨值+國內報酬率
taiwan,,富蘭克林華美全球基礎建設收益基金-NB分配型(南非幣)(本基金之配息來源可能為本金),2026-08-11,13.98,南非幣,台灣,跨國投資股票型全球市場,11.75,-0.98,0.27,國內淨值+國內報酬率
taiwan,,摩根多元入息成長基金-月配型(台幣)(本基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,9.4522,台幣,台灣,全球組合型平衡型,11.73,3.57,0.87,國內淨值+國內報酬率
taiwan,,群益金選報酬平衡基金NA累積型(台幣)(本基金有相當比例投資於非投資等級之高風險債券且配息來源可能為本金),2026-03-16,16.1194,台幣,台灣,股票債券平衡型跨國投資型,11.69,8.13,0.37,國內淨值+國內報酬率
taiwan,,摩根多元入息成長基金-累積型(台幣)(本基金並無保證收益及配息),2026-08-10,15.999,台幣,台灣,全球組合型平衡型,11.68,3.57,0.87,國內淨值+國內報酬率
taiwan,,柏瑞利率對策多重資產基金N9不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,14.2212,美元,台灣,多重資產型,11.67,5.2,0.54,國內淨值+國內報酬率
taiwan,,柏瑞利率對策多重資產基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券),2026-08-10,14.2218,美元,台灣,多重資產型,11.67,5.2,0.54,國內淨值+國內報酬率
taiwan,,柏瑞利率對策多重資產基金B月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.205400000000001,美元,台灣,多重資產型,11.66,5.19,0.54,國內淨值+國內報酬率
taiwan,,復華全球債券組合基金(本基金有相當比重投資於持有非投資等級高風險債券之基金),2026-08-10,17.76,台幣,台灣,全球組合型債券型,11.66,1.82,0.84,國內淨值+國內報酬率
taiwan,,柏瑞利率對策多重資產基金N月配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.2057,美元,台灣,多重資產型,11.66,5.19,0.54,國內淨值+國內報酬率
taiwan,,匯豐超核心優化多重資產基金-不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,13.200299999999999,美元,台灣,多重資產型,11.64,7.0,0.47,國內淨值+國內報酬率
taiwan,,匯豐超核心優化多重資產基金-AM2月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,11.3866,美元,台灣,多重資產型,11.64,7.02,0.46,國內淨值+國內報酬率
taiwan,,貝萊德iShares安碩0-3月美國國庫證券指數基金-A累積類型(台幣)(基金之配息來源可能為本金),2026-08-10,11.3438,台幣,台灣,國內ETF連結基金,11.63,3.72,0.92,國內淨值+國內報酬率
taiwan,,貝萊德iShares安碩0-3月美國國庫證券指數基金-A月配類型(台幣)(基金之配息來源可能為本金),2026-08-10,10.882900000000001,台幣,台灣,國內ETF連結基金,11.63,3.72,0.92,國內淨值+國內報酬率
taiwan,,匯豐超核心優化多重資產基金-NM2月配型(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,11.3856,美元,台灣,多重資產型,11.63,7.02,0.46,國內淨值+國內報酬率
taiwan,,匯豐超核心優化多重資產基金-N不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且本基金配息來源可能為本金及收益平準金),2026-08-10,13.195400000000001,美元,台灣,多重資產型,11.62,7.0,0.46,國內淨值+國內報酬率
taiwan,,元大美元貨幣市場基金(台幣),2026-08-11,13.2609,台幣,台灣,海外貨幣市場型,11.61,4.14,2.03,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選均衡基金-A2累積型(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.55,人民幣,台灣,全球組合型平衡型,11.59,2.85,0.52,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選均衡基金-ND月配型(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.2,人民幣,台灣,全球組合型平衡型,11.54,2.86,0.52,國內淨值+國內報酬率
taiwan,,景順2030優享樂活退休組合基金-累積型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券基金),2026-08-10,16.76,南非幣,台灣,全球組合型平衡型,11.54,4.1,0.64,國內淨值+國內報酬率
taiwan,,群益全球地產入息基金NA累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券及配息來源可能為本金且基金並無保證收益及配息),2026-08-10,12.0524,美元,台灣,不動產證券化型,11.52,-3.0,0.29,國內淨值+國內報酬率
taiwan,,景順2030優享樂活退休組合基金-月配型(南非幣)(本基金有相當比重投資於非投資等級之高風險債券基金且基金之配息來源可能為本金),2026-08-10,11.08,南非幣,台灣,全球組合型平衡型,11.52,4.11,0.63,國內淨值+國內報酬率
taiwan,,群益全球地產入息基金B月配型(美元)(本基金有相當比例投資於非投資等級之高風險債券及配息來源可能為本金且基金並無保證收益及配息),2026-08-10,7.7742,美元,台灣,不動產證券化型,11.52,-3.01,0.29,國內淨值+國內報酬率
taiwan,,群益全球地產入息基金NB月配型(美元)(本基金有相當比例投資於非投資等級之高風險債券及配息來源可能為本金且基金並無保證收益及配息),2026-08-10,9.6417,美元,台灣,不動產證券化型,11.52,-3.01,0.29,國內淨值+國內報酬率
taiwan,,野村全天候組合基金-S類型(台幣)(本基金有相當比重投資於非投資等級之高風險債券基金且配息來源可能為本金),2026-08-10,12.1513,台幣,台灣,全球組合型其他,11.51,8.18,0.48,國內淨值+國內報酬率
taiwan,,群益全球地產入息基金A累積型(美元)(本基金有相當比例投資於非投資等級之高風險債券及配息來源可能為本金且基金並無保證收益及配息),2026-08-10,12.2868,美元,台灣,不動產證券化型,11.51,-3.01,0.29,國內淨值+國內報酬率
taiwan,,群益1-5年期投資等級公司債ETF基金,2026-08-10,39.772600000000004,台幣,台灣,債券型海外債券ETF,11.48,3.53,0.83,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金A不配息(台幣)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,13.4173,台幣,台灣,多重資產型,11.49,1.31,0.38,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金NB配息(台幣)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,11.230599999999999,台幣,台灣,多重資產型,11.49,1.31,0.38,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金NA不配息(台幣)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,13.4173,台幣,台灣,多重資產型,11.49,1.31,0.38,國內淨值+國內報酬率
taiwan,,凱基實質收息多重資產基金B配息(台幣)(基金之配息來源可能為本金且並無保證收益及配息),2026-08-10,11.2305,台幣,台灣,多重資產型,11.49,1.31,0.38,國內淨值+國內報酬率
taiwan,,中國信託新興市場0-5年期美元政府債券ETF基金(基金有一定比重投資於非投資等級之高風險債券且基金並無保證收益及配息),2026-08-10,38.7796,台幣,台灣,債券型海外債券ETF,11.47,3.01,0.87,國內淨值+國內報酬率
taiwan,,台新美國策略時機非投資等級債券基金-NA不配息(台幣)(本基金之配息來源可能為本金),2026-08-10,12.972000000000001,台幣,台灣,債券型非投資等級債券型,11.46,3.69,0.83,國內淨值+國內報酬率
taiwan,,台新美國策略時機非投資等級債券基金-A不配息(台幣)(本基金之配息來源可能為本金),2026-08-10,12.9709,台幣,台灣,債券型非投資等級債券型,11.46,3.69,0.83,國內淨值+國內報酬率
taiwan,,東方匯理CIO精選均衡基金-AD月配型(人民幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),2026-08-10,12.19,人民幣,台灣,全球組合型平衡型,11.45,2.87,0.52,國內淨值+國內報酬率
taiwan,,中國信託ESG金融收益多重資產基金-A累積型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),2026-08-10,13.577599999999999,台幣,台灣,多重資產型,11.4,5.0,0.55,國內淨值+國內報酬率
taiwan,,富達全球多重資產收益組合基金-A類型累積型(人民幣避險)(本基金得投資於非投資等級之高風險債券基金),2026-08-10,14.0427,人民幣,台灣,全球組合型平衡型,11.4,0.48,0.38,國內淨值+國內報酬率
taiwan,,柏瑞亞太非投資等級債券基金I不配息(台幣),2026-08-10,10.8094,台幣,台灣,債券型非投資等級債券型,11.39,2.69,0.82,國內淨值+國內報酬率
taiwan,,中國信託ESG金融收益多重資產基金-B分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),2026-08-10,10.9845,台幣,台灣,多重資產型,11.39,4.99,0.55,國內淨值+國內報酬率
taiwan,,中國信託ESG金融收益多重資產基金-NB分配型(台幣)(本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),2026-08-10,10.9844,台幣,台灣,多重資產型,11.39,4.99,0.55,國內淨值+國內報酬率
